Lioneer/TV/Small	0.1	0.273	0.2	0.2	0.2	0.2	0.2	0.391	0.391	0.391	0.3	0.3	0.3	0.3	0.3	0.3
Lioneer/TV/Medium	0.1	0.273	0.2	0.2	0.2	0.2	0.2	0.391	0.391	0.391	0.3	0.3	0.3	0.3	0.3	0.3
Lioneer/TV/Large	0.1	0.273	0.2	0.2	0.2	0.2	0.2	0.391	0.391	0.391	0.3	0.3	0.3	0.3	0.3	0.3
Lioneer/DVD/Small	0.1	0.2	0.273	0.2	0.2	0.2	0.2	0.3	0.3	0.3	0.391	0.391	0.391	0.3	0.3	0.3
Lioneer/DVD/Medium	0.1	0.2	0.273	0.2	0.2	0.2	0.2	0.3	0.3	0.3	0.391	0.391	0.391	0.3	0.3	0.3
Lioneer/DVD/Large	0.1	0.2	0.273	0.2	0.2	0.2	0.2	0.3	0.3	0.3	0.391	0.391	0.391	0.3	0.3	0.3
Lioneer/Audio/Small	0.1	0.2	0.2	0.273	0.2	0.2	0.2	0.3	0.3	0.3	0.3	0.3	0.3	0.391	0.391	0.391
Lioneer/Audio/Medium	0.1	0.2	0.2	0.273	0.2	0.2	0.2	0.3	0.3	0.3	0.3	0.3	0.3	0.391	0.391	0.391
Lioneer/Audio/Large	0.1	0.2	0.2	0.273	0.2	0.2	0.2	0.3	0.3	0.3	0.3	0.3	0.3	0.391	0.391	0.391
PG/TV/Small	0.1	0.273	0.2	0.2	0.2	0.2	0.2	0.391	0.391	0.391	0.3	0.3	0.3	0.3	0.3	0.3
PG/TV/Medium	0.1	0.273	0.2	0.2	0.2	0.2	0.2	0.391	0.391	0.391	0.3	0.3	0.3	0.3	0.3	0.3
PG/TV/Large	0.1	0.273	0.2	0.2	0.2	0.2	0.2	0.391	0.391	0.391	0.3	0.3	0.3	0.3	0.3	0.3
PG/DVD/Small	0.1	0.2	0.273	0.2	0.2	0.2	0.2	0.3	0.3	0.3	0.391	0.391	0.391	0.3	0.3	0.3
PG/DVD/Medium	0.1	0.2	0.273	0.2	0.2	0.2	0.2	0.3	0.3	0.3	0.391	0.391	0.391	0.3	0.3	0.3
PG/DVD/Large	0.1	0.2	0.273	0.2	0.2	0.2	0.2	0.3	0.3	0.3	0.391	0.391	0.391	0.3	0.3	0.3
PG/Audio/Small	0.1	0.2	0.2	0.273	0.2	0.2	0.2	0.3	0.3	0.3	0.3	0.3	0.3	0.391	0.391	0.391
PG/Audio/Medium	0.1	0.2	0.2	0.273	0.2	0.2	0.2	0.3	0.3	0.3	0.3	0.3	0.3	0.391	0.391	0.391
PG/Audio/Large	0.1	0.2	0.2	0.273	0.2	0.2	0.2	0.3	0.3	0.3	0.3	0.3	0.3	0.391	0.391	0.391
Flat/TV/Small	0.1	0.273	0.2	0.2	0.2	0.2	0.2	0.391	0.391	0.391	0.3	0.3	0.3	0.3	0.3	0.3
Flat/TV/Medium	0.1	0.273	0.2	0.2	0.2	0.2	0.2	0.391	0.391	0.391	0.3	0.3	0.3	0.3	0.3	0.3
Flat/TV/Large	0.1	0.273	0.2	0.2	0.2	0.2	0.2	0.391	0.391	0.391	0.3	0.3	0.3	0.3	0.3	0.3
Flat/DVD/Small	0.1	0.2	0.273	0.2	0.2	0.2	0.2	0.3	0.3	0.3	0.391	0.391	0.391	0.3	0.3	0.3
Flat/DVD/Medium	0.1	0.2	0.273	0.2	0.2	0.2	0.2	0.3	0.3	0.3	0.391	0.391	0.391	0.3	0.3	0.3
Flat/DVD/Large	0.1	0.2	0.273	0.2	0.2	0.2	0.2	0.3	0.3	0.3	0.391	0.391	0.391	0.3	0.3	0.3
Flat/Audio/Small	0.1	0.2	0.2	0.273	0.2	0.2	0.2	0.3	0.3	0.3	0.3	0.3	0.3	0.391	0.391	0.391
Flat/Audio/Medium	0.1	0.2	0.2	0.273	0.2	0.2	0.2	0.3	0.3	0.3	0.3	0.3	0.3	0.391	0.391	0.391
Flat/Audio/Large	0.1	0.2	0.2	0.273	0.2	0.2	0.2	0.3	0.3	0.3	0.3	0.3	0.3	0.391	0.391	0.391
